6378137.0,0.0,0.0
6371000.0,1000.0,1000.0
6371000.0,2000.0,2000.0
6365000.0,3000.0,3000.0
6360000.0,4000.0,4000.0
6355000.0,5000.0,5000.0
6350000.0,6000.0,6000.0
6345000.0,7000.0,7000.0
6340000.0,8000.0,8000.0
6335000.0,9000.0,9000.0
6330000.0,10000.0,10000.0
6325000.0,11000.0,11000.0
6320000.0,12000.0,12000.0
6315000.0,13000.0,13000.0
6310000.0,14000.0,14000.0
6305000.0,15000.0,15000.0
6300000.0,16000.0,16000.0
6295000.0,17000.0,17000.0
6290000.0,18000.0,18000.0
6285000.0,19000.0,19000.0
6280000.0,20000.0,20000.0
6275000.0,21000.0,21000.0
6270000.0,22000.0,22000.0
6265000.0,23000.0,23000.0
6260000.0,24000.0,24000.0
6255000.0,25000.0,25000.0
6250000.0,26000.0,26000.0
6245000.0,27000.0,27000.0
6240000.0,28000.0,28000.0
6235000.0,29000.0,29000.0
